Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Relative Humidity  [2 m above gnd],Mean Sea Level Pressure  [MSL],Total Precipitation  [sfc],Snowfall amount raw  [sfc],Total Cloud Cover  [sfc],High Cloud Cover  [high cld lay],Medium Cloud Cover  [mid cld lay],Low Cloud Cover  [low cld lay],Sunshine Duration  [sfc],Shortwave Radiation  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Speed  [80 m above gnd],Wind Direction  [80 m above gnd],Wind Speed  [900 mb],Wind Direction  [900 mb],Wind Gust  [sfc]
2018,06,29,22,00,20.30,64.00,1008.80,0.00,0.00,100.00,0.00,100.00,100.00,0.00,0.00,1.14,108.43,2.16,90.00,18.22,232.22,1.80
2018,06,29,23,00,20.18,65.00,1008.90,0.00,0.00,100.00,0.00,10.00,100.00,0.00,0.00,5.35,132.27,9.09,123.69,18.86,228.09,9.00
2018,06,30,00,00,19.29,73.00,1009.30,0.30,0.00,100.00,0.00,62.00,100.00,0.00,0.00,5.86,137.49,9.45,139.64,20.42,220.71,11.16
2018,06,30,01,00,19.09,78.00,1009.50,0.30,0.00,100.00,0.00,0.00,100.00,0.00,0.00,5.80,172.87,8.40,170.13,22.66,224.36,12.96
2018,06,30,02,00,18.49,84.00,1009.10,0.50,0.00,100.00,0.00,77.00,100.00,0.00,0.00,6.64,192.53,7.64,188.13,22.41,226.30,8.28
2018,06,30,03,00,18.04,87.00,1009.00,0.80,0.00,100.00,0.00,10.00,100.00,0.00,0.00,4.21,199.98,4.90,197.10,21.92,222.34,15.12
2018,06,30,04,00,17.92,91.00,1008.40,0.40,0.00,100.00,0.00,0.00,100.00,0.00,0.00,2.10,149.04,2.41,153.43,24.76,220.87,6.48
2018,06,30,05,00,18.00,92.00,1008.20,0.00,0.00,100.00,0.00,10.00,100.00,0.00,0.00,3.98,95.19,4.02,100.30,26.48,226.10,10.44
2018,06,30,06,00,18.09,93.00,1008.20,0.00,0.00,100.00,0.00,61.00,100.00,0.00,0.00,5.63,116.57,5.99,122.74,27.24,225.54,10.80
2018,06,30,07,00,18.66,93.00,1009.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,11.57,7.28,171.47,8.05,169.70,28.04,228.12,12.24
2018,06,30,08,00,18.73,90.00,1009.40,0.00,0.00,100.00,0.00,0.00,100.00,0.00,57.85,11.97,223.78,13.49,223.92,27.72,232.39,15.84
2018,06,30,09,00,18.71,89.00,1009.50,0.20,0.00,100.00,0.00,0.00,100.00,0.00,91.67,14.29,220.91,15.82,221.31,22.57,236.06,15.84
2018,06,30,10,00,18.69,89.00,1009.70,0.50,0.00,100.00,0.00,0.00,100.00,0.00,129.94,11.72,222.51,12.26,220.24,19.48,242.49,12.60
2018,06,30,11,00,18.83,88.00,1010.30,0.30,0.00,100.00,0.00,10.00,100.00,0.00,165.54,9.09,236.31,9.29,234.46,17.11,247.75,9.72
2018,06,30,12,00,19.79,78.00,1010.50,0.40,0.00,100.00,0.00,0.00,100.00,0.00,249.20,6.13,273.37,6.16,276.71,18.51,256.50,10.44
2018,06,30,13,00,20.78,73.00,1010.10,0.00,0.00,39.00,0.00,0.00,39.00,35.11,524.21,11.44,245.85,11.63,248.20,6.03,287.35,12.24
2018,06,30,14,00,21.60,70.00,1010.10,0.00,0.00,26.00,0.00,0.00,26.00,43.40,490.39,12.30,249.44,12.30,249.44,7.49,305.22,12.96
2018,06,30,15,00,22.31,66.00,1010.00,0.00,0.00,10.00,0.00,0.00,10.00,53.62,393.38,13.68,243.43,13.36,242.74,11.89,305.13,15.84
2018,06,30,16,00,23.28,61.00,1009.90,0.00,0.00,10.00,0.00,0.00,10.00,53.62,381.81,14.87,263.05,13.68,268.49,15.00,300.26,14.76
2018,06,30,17,00,24.52,51.00,1010.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,685.30,20.87,285.00,20.95,289.06,15.65,293.03,18.36
2018,06,30,18,00,23.74,50.00,1010.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,580.28,21.29,288.74,21.60,293.57,14.56,278.53,18.36
2018,06,30,19,00,22.42,55.00,1010.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,411.18,21.33,291.80,23.03,294.96,15.83,287.20,20.88
2018,06,30,20,00,20.71,66.00,1011.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,229.62,19.01,288.78,21.66,291.45,19.01,288.78,21.60
2018,06,30,21,00,17.98,84.00,1011.70,0.00,0.00,0.00,0.00,0.00,0.00,59.74,56.96,13.66,288.43,18.58,291.60,21.66,285.42,22.32
2018,06,30,22,00,17.72,89.00,1012.50,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,11.87,284.04,16.07,285.59,21.96,280.39,19.44
2018,06,30,23,00,18.12,89.00,1012.70,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,11.66,278.88,13.44,277.70,23.18,276.24,17.64
2018,07,01,00,00,16.71,96.00,1013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.93,272.60,15.58,276.63,24.48,270.00,18.72
2018,07,01,01,00,16.34,96.00,1013.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.92,278.97,16.75,278.65,25.92,269.20,14.76
2018,07,01,02,00,16.22,96.00,1012.90,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00,6.84,270.00,15.48,270.00,25.26,265.91,15.48
2018,07,01,03,00,17.51,91.00,1012.90,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,9.83,261.57,13.08,262.09,25.72,263.57,16.56
2018,07,01,04,00,17.57,90.00,1012.90,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,11.01,258.69,12.78,260.27,26.01,265.24,15.84
2018,07,01,05,00,17.76,87.00,1012.90,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,10.18,261.87,13.04,263.66,26.65,268.45,15.12
2018,07,01,06,00,17.45,87.00,1013.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,9.36,270.00,12.96,271.59,27.38,267.74,15.12
2018,07,01,07,00,17.46,87.00,1013.50,0.00,0.00,100.00,0.00,0.00,100.00,0.00,16.91,10.54,262.15,11.30,260.84,24.14,272.56,14.76
2018,07,01,08,00,18.20,83.00,1014.10,0.00,0.00,100.00,0.00,0.00,100.00,0.00,97.01,11.50,249.86,12.30,249.44,23.78,272.60,15.12
2018,07,01,09,00,19.02,77.00,1014.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,136.17,12.77,248.50,13.57,248.20,25.92,270.80,15.48
2018,07,01,10,00,20.92,66.00,1014.40,0.00,0.00,10.00,0.00,0.00,10.00,53.62,415.63,13.90,253.44,14.24,253.86,26.34,266.08,16.92
2018,07,01,11,00,20.37,69.00,1014.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,519.76,16.60,245.66,16.92,246.16,25.62,265.97,17.64
2018,07,01,12,00,21.48,67.00,1014.90,0.00,0.00,12.00,0.00,0.00,12.00,52.34,647.92,18.71,239.98,19.34,241.05,26.04,264.45,19.80
2018,07,01,13,00,20.42,74.00,1014.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,478.82,19.67,246.25,21.13,246.93,21.60,269.05,20.52
2018,07,01,14,00,22.18,66.00,1015.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,784.09,22.23,245.10,23.99,244.20,21.32,274.84,23.04
2018,07,01,15,00,22.65,64.00,1015.00,0.00,0.00,10.00,0.00,0.00,10.00,53.62,849.06,23.07,247.04,24.68,246.80,21.75,276.65,24.48
2018,07,01,16,00,22.82,63.00,1014.70,0.00,0.00,10.00,0.00,0.00,10.00,53.62,786.76,22.31,252.15,23.57,251.29,21.90,279.46,24.48
2018,07,01,17,00,22.65,64.00,1014.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,534.00,22.35,255.07,23.14,254.67,22.10,282.23,24.12
2018,07,01,18,00,22.50,63.00,1014.60,0.00,0.00,10.00,0.00,0.00,10.00,53.62,552.69,22.03,265.31,22.01,266.25,22.26,284.04,23.04
2018,07,01,19,00,21.80,66.00,1014.60,0.00,0.00,10.00,0.00,0.00,10.00,53.62,390.71,20.16,270.00,20.52,271.01,21.48,283.57,21.96
2018,07,01,20,00,20.63,71.00,1014.70,0.00,0.00,10.00,0.00,0.00,10.00,53.62,218.05,18.03,273.43,19.20,276.46,21.57,284.50,20.16
2018,07,01,21,00,18.39,83.00,1015.10,0.00,0.00,0.00,0.00,0.00,0.00,59.70,55.18,12.02,278.62,18.00,281.53,21.86,287.24,19.44
2018,07,01,22,00,17.07,92.00,1015.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.11,288.43,17.42,288.06,20.83,288.12,18.00
2018,07,01,23,00,16.62,94.00,1015.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.42,292.83,16.74,288.82,20.95,289.06,18.00
2018,07,02,00,00,16.39,95.00,1016.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62,292.38,16.17,286.82,21.31,285.68,16.92
2018,07,02,01,00,16.19,95.00,1016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,296.57,15.94,288.43,21.92,284.26,14.76
2018,07,02,02,00,16.99,94.00,1015.40,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,7.90,294.23,14.51,293.39,21.05,282.85,13.32
2018,07,02,03,00,17.30,92.00,1015.60,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,9.03,293.50,10.16,292.93,20.35,283.30,12.96
2018,07,02,04,00,17.17,93.00,1015.30,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,6.73,285.52,7.42,284.04,20.97,285.95,14.76
2018,07,02,05,00,17.31,93.00,1015.20,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,5.04,270.00,6.13,266.63,21.18,287.82,10.44
2018,07,02,06,00,17.51,92.00,1015.30,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,5.69,304.70,6.79,302.01,20.72,287.18,11.52
2018,07,02,07,00,17.01,89.00,1015.90,0.00,0.00,100.00,0.00,0.00,100.00,0.00,19.58,8.09,327.72,9.20,329.42,20.39,290.67,12.96
2018,07,02,08,00,18.20,80.00,1016.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,173.55,5.86,317.49,6.37,317.29,20.45,296.11,13.32
2018,07,02,09,00,20.46,68.00,1016.50,0.00,0.00,11.00,0.00,0.00,11.00,52.98,355.11,6.19,305.54,7.64,315.00,20.81,307.27,10.80
2018,07,02,10,00,20.94,66.00,1016.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,412.96,7.97,288.43,9.39,302.47,17.32,316.68,11.52
2018,07,02,11,00,21.33,65.00,1017.10,0.00,0.00,20.00,0.00,0.00,20.00,47.23,317.73,9.61,282.99,9.83,298.44,14.77,316.97,11.16
2018,07,02,12,00,23.25,58.00,1017.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,567.82,11.09,283.13,11.75,297.35,13.49,316.08,12.60
2018,07,02,13,00,22.75,68.00,1018.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,882.88,15.84,248.68,15.72,249.90,7.93,320.53,14.40
2018,07,02,14,00,23.24,66.00,1017.90,0.00,0.00,5.00,0.00,0.00,5.00,56.81,916.70,17.55,244.49,17.71,243.43,7.49,324.78,16.20
2018,07,02,15,00,23.84,64.00,1017.70,0.00,0.00,17.00,0.00,0.00,17.00,49.15,748.49,18.53,245.92,18.51,243.43,9.73,308.99,17.28
2018,07,02,16,00,25.56,55.00,1017.30,0.00,0.00,10.00,0.00,0.00,10.00,53.62,595.41,17.31,273.58,15.63,284.68,13.78,289.86,14.76
2018,07,02,17,00,25.40,53.00,1017.30,0.00,0.00,10.00,0.00,0.00,10.00,53.62,684.41,20.50,300.62,21.47,304.76,11.18,284.93,14.76
2018,07,02,18,00,24.09,57.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,575.83,23.42,313.75,25.20,315.58,7.59,275.44,20.52
2018,07,02,19,00,22.31,63.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,411.18,23.98,324.16,26.56,327.17,6.84,270.00,25.20
2018,07,02,20,00,20.43,70.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,229.62,22.08,335.94,26.28,336.60,6.13,266.63,24.48
2018,07,02,21,00,17.85,80.00,1017.50,0.00,0.00,0.00,0.00,0.00,0.00,59.62,56.96,18.00,343.74,24.54,345.56,6.16,263.29,23.40
2018,07,02,22,00,16.77,84.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.62,350.07,21.32,348.31,6.16,263.29,24.12
2018,07,02,23,00,16.27,87.00,1018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.68,353.48,20.36,351.87,6.85,266.99,24.48
2018,07,03,00,00,15.81,90.00,1018.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.61,352.87,19.92,353.77,7.70,259.22,12.96
2018,07,03,01,00,15.08,93.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.81,358.09,19.08,358.92,8.47,257.74,11.88
2018,07,03,02,00,14.47,94.00,1017.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.37,2.20,16.24,3.81,8.71,262.87,10.08
2018,07,03,03,00,14.04,92.00,1018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.11,9.09,13.71,13.67,7.92,270.00,17.64
2018,07,03,04,00,13.73,90.00,1017.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,12.26,13.80,15.12,7.57,295.35,9.72
2018,07,03,05,00,13.28,89.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.91,14.04,16.98,21.12,8.44,309.81,10.08
2018,07,03,06,00,12.99,88.00,1017.30,0.00,0.00,0.00,0.00,0.00,0.00,42.98,0.00,8.77,19.18,18.03,26.05,8.65,315.00,10.08
2018,07,03,07,00,13.94,86.00,1017.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,23.14,8.09,20.85,15.94,25.41,7.90,316.85,8.64
2018,07,03,08,00,16.92,75.00,1017.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,177.11,10.50,22.17,9.98,25.64,7.99,324.16,9.00
2018,07,03,09,00,19.74,63.00,1017.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,360.45,8.05,10.30,7.77,13.39,7.41,330.95,7.20
2018,07,03,10,00,22.25,52.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,538.45,6.88,353.99,6.49,356.82,6.44,333.43,5.76
2018,07,03,11,00,23.97,45.00,1017.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,692.42,6.30,329.04,5.80,330.26,5.59,345.07,6.48
2018,07,03,12,00,25.29,40.00,1017.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,816.13,10.20,312.14,9.69,318.01,7.97,341.57,14.40
2018,07,03,13,00,27.25,40.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,895.34,9.75,265.76,9.01,267.71,7.10,329.53,14.04
2018,07,03,14,00,28.29,39.00,1016.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,927.38,18.39,310.24,18.84,313.45,6.62,337.62,22.68
2018,07,03,15,00,27.33,40.00,1017.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,908.69,28.67,324.71,32.86,327.53,5.69,18.43,28.08
2018,07,03,16,00,26.52,39.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,841.94,28.71,329.90,30.95,330.75,1.80,306.87,21.96
2018,07,03,17,00,25.39,41.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,734.25,29.78,333.43,33.34,335.10,3.60,270.00,23.76
2018,07,03,18,00,24.07,44.00,1017.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,588.29,30.02,337.43,34.09,338.31,5.09,261.87,29.52
2018,07,03,19,00,22.51,49.00,1016.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,415.63,29.50,340.02,34.39,340.43,6.92,261.03,29.88
2018,07,03,20,00,20.55,57.00,1017.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,232.29,28.35,342.26,34.73,342.50,7.56,270.00,30.24
2018,07,03,21,00,18.24,71.00,1017.60,0.00,0.00,0.00,0.00,0.00,0.00,59.52,57.85,25.07,344.17,32.93,344.14,7.93,309.47,25.20
2018,07,03,22,00,17.31,78.00,1018.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.35,345.07,30.12,345.47,9.22,321.34,23.76
2018,07,03,23,00,16.86,82.00,1018.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.97,344.05,29.28,343.57,11.53,321.34,23.04
2018,07,04,00,00,16.58,85.00,1018.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90,342.26,27.90,342.73,14.34,321.12,26.64
2018,07,04,01,00,16.17,88.00,1019.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,342.41,24.93,342.35,22.18,324.25,22.32
2018,07,04,02,00,15.26,92.00,1018.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,340.46,22.21,343.03,29.81,322.85,23.76
2018,07,04,03,00,14.52,94.00,1018.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,340.20,19.93,343.20,30.93,320.19,20.16
2018,07,04,04,00,14.13,95.00,1018.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18,334.44,19.93,339.93,31.49,321.03,19.80
2018,07,04,05,00,13.89,95.00,1018.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,336.50,19.13,340.20,33.19,323.38,21.24
2018,07,04,06,00,13.73,94.00,1018.60,0.00,0.00,0.00,0.00,0.00,0.00,42.48,0.00,8.70,335.56,18.21,341.57,33.55,326.82,18.00
2018,07,04,07,00,15.07,91.00,1019.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,23.14,7.75,338.20,16.52,343.54,32.91,329.79,19.08
2018,07,04,08,00,18.12,79.00,1019.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,175.33,10.31,335.22,11.92,334.98,32.21,332.00,16.92
2018,07,04,09,00,20.30,67.00,1019.70,0.00,0.00,10.00,0.00,0.00,10.00,53.62,352.44,11.48,318.81,12.82,321.84,31.72,333.73,17.28
2018,07,04,10,00,22.15,58.00,1020.30,0.00,0.00,10.00,0.00,0.00,10.00,53.62,507.30,13.32,308.42,14.76,315.00,27.37,333.43,18.36
2018,07,04,11,00,23.34,54.00,1020.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,653.26,15.91,307.65,17.32,313.32,23.83,333.05,19.08
2018,07,04,12,00,24.17,52.00,1019.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,766.29,18.79,306.43,20.15,311.38,22.22,333.02,20.52
2018,07,04,13,00,25.71,46.00,1020.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,865.08,21.10,306.67,22.45,311.10,19.77,326.89,20.88
2018,07,04,14,00,25.89,46.00,1020.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,920.26,23.90,307.04,25.50,311.57,20.93,333.43,22.32
2018,07,04,15,00,25.73,48.00,1020.50,0.00,0.00,10.00,0.00,0.00,10.00,53.62,873.98,25.86,308.78,27.53,311.82,20.32,330.26,23.40
2018,07,04,16,00,25.45,49.00,1020.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,833.04,27.57,310.76,29.28,313.51,20.07,327.45,26.28
2018,07,04,17,00,24.76,52.00,1020.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,727.13,28.26,315.52,30.59,317.86,20.99,329.04,27.36
2018,07,04,18,00,23.58,56.00,1020.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,581.17,28.59,323.71,31.65,326.13,21.43,330.85,29.52
2018,07,04,19,00,22.27,63.00,1020.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,410.29,26.75,331.02,30.92,332.24,20.33,337.07,28.80
2018,07,04,20,00,20.28,71.00,1020.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,227.84,24.74,338.66,29.50,340.02,18.00,348.47,29.52
2018,07,04,21,00,17.43,84.00,1020.60,0.00,0.00,3.00,0.00,0.00,3.00,57.49,56.07,19.83,344.20,26.02,345.58,16.62,355.03,27.00
2018,07,04,22,00,17.31,85.00,1021.60,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,16.60,347.47,23.94,347.85,14.76,360.00,21.96
2018,07,04,23,00,17.07,86.00,1022.20,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,15.75,349.46,24.03,351.38,11.25,7.35,20.88
2018,07,05,00,00,16.48,86.00,1022.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.39,351.16,25.01,353.39,7.20,360.00,13.68
2018,07,05,01,00,16.04,88.00,1022.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.94,353.52,25.33,354.29,4.90,342.90,14.40
2018,07,05,02,00,15.44,90.00,1022.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.70,356.99,23.76,360.00,5.01,338.96,13.32
2018,07,05,03,00,14.77,92.00,1022.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.88,360.00,21.97,1.88,6.49,340.56,21.96
2018,07,05,04,00,14.52,93.00,1021.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.52,360.00,21.65,3.81,7.63,340.71,21.24
2018,07,05,05,00,14.06,93.00,1021.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,360.00,20.91,2.96,8.31,342.35,16.20
2018,07,05,06,00,13.61,93.00,1021.60,0.00,0.00,0.00,0.00,0.00,0.00,41.96,0.00,10.08,360.00,20.24,5.10,8.47,347.74,11.16
2018,07,05,07,00,15.01,87.00,1021.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,21.36,10.81,1.91,18.06,4.57,7.34,348.69,19.44
2018,07,05,08,00,18.35,71.00,1022.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,172.66,15.58,6.63,16.70,7.43,5.77,356.42,13.68
2018,07,05,09,00,20.36,64.00,1022.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,355.11,16.34,7.59,16.75,8.65,4.38,9.46,13.32
2018,07,05,10,00,22.17,58.00,1021.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,531.33,16.30,6.34,16.34,7.59,3.83,41.19,12.60
2018,07,05,11,00,23.78,52.00,1021.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,685.30,15.86,2.60,16.26,5.08,5.40,53.13,12.24
2018,07,05,12,00,25.61,46.00,1021.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,809.01,13.40,353.83,13.34,356.91,9.45,40.36,11.16
2018,07,05,13,00,27.67,42.00,1021.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,888.22,15.63,345.32,15.46,347.91,13.10,15.95,16.20
2018,07,05,14,00,28.10,40.00,1022.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,920.26,13.32,341.08,14.15,345.26,14.80,4.18,15.84
2018,07,05,15,00,28.96,39.00,1021.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,904.24,16.31,337.96,16.28,341.97,14.00,17.97,19.08
2018,07,05,16,00,27.75,45.00,1020.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,836.60,26.00,338.05,28.08,337.38,14.78,34.08,26.64
2018,07,05,17,00,26.09,48.00,1020.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,728.91,29.14,342.01,32.00,342.99,11.09,13.13,25.20
2018,07,05,18,00,24.91,50.00,1020.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,584.73,28.83,344.05,32.40,345.19,5.63,26.57,23.40
2018,07,05,19,00,23.60,57.00,1020.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,413.85,27.77,346.50,31.71,347.54,2.28,18.43,21.60
2018,07,05,20,00,21.88,63.00,1020.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,229.62,27.11,349.29,32.14,350.33,5.40,360.00,22.32
2018,07,05,21,00,19.55,76.00,1021.00,0.00,0.00,0.00,0.00,0.00,0.00,59.22,56.96,25.86,351.19,33.81,352.04,8.53,27.65,20.88
2018,07,05,22,00,18.90,80.00,1021.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.19,355.73,32.83,356.23,11.02,51.63,23.40
2018,07,05,23,00,18.76,81.00,1021.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.04,360.00,30.96,360.00,9.51,60.52,20.52
2018,07,06,00,00,17.29,81.00,1021.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.71,2.73,29.91,2.76,2.10,30.96,18.36
2018,07,06,01,00,16.93,83.00,1021.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.08,7.85,28.77,8.64,2.10,300.96,17.64
2018,07,06,02,00,16.56,84.00,1020.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.97,11.89,28.82,12.99,5.59,284.93,17.28
2018,07,06,03,00,16.15,82.00,1020.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.72,17.18,28.58,19.12,8.77,289.18,16.56
2018,07,06,04,00,15.66,82.00,1019.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.38,17.47,29.04,19.56,10.83,285.42,15.84
2018,07,06,05,00,14.86,85.00,1019.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.19,19.57,24.74,21.34,11.62,286.19,12.96
2018,07,06,06,00,13.86,90.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,41.42,0.00,14.80,18.43,20.86,21.25,9.57,289.80,10.44
2018,07,06,07,00,15.25,83.00,1019.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,21.36,15.03,16.70,18.79,20.17,5.48,293.20,10.44
2018,07,06,08,00,18.43,71.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,170.88,17.46,14.32,17.03,13.45,2.10,329.04,11.88
2018,07,06,09,00,21.11,60.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,353.33,16.95,12.26,15.98,14.35,2.62,15.95,11.88
2018,07,06,10,00,23.59,51.00,1019.40,0.00,0.00,1.20,4.00,0.00,0.00,59.23,528.66,15.75,10.54,14.33,11.59,4.61,38.66,11.52
2018,07,06,11,00,26.02,43.00,1019.00,0.00,0.00,1.80,6.00,0.00,0.00,58.85,673.73,15.23,6.79,14.51,7.13,6.13,40.24,11.52
2018,07,06,12,00,27.96,38.00,1018.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,802.78,14.76,360.00,13.70,3.01,6.92,38.66,12.24
2018,07,06,13,00,29.75,35.00,1018.80,0.00,0.00,5.40,18.00,0.00,0.00,56.55,862.41,14.97,350.31,14.56,351.47,11.75,40.03,15.12
2018,07,06,14,00,30.02,36.00,1018.80,0.00,0.00,8.40,28.00,0.00,0.00,54.64,890.89,19.21,347.01,18.86,346.76,13.00,41.63,19.08
2018,07,06,15,00,29.38,38.00,1018.70,0.00,0.00,7.20,24.00,0.00,0.00,55.40,874.87,23.05,345.53,24.19,345.34,10.31,24.78,21.60
2018,07,06,16,00,28.45,39.00,1018.20,0.00,0.00,15.90,53.00,0.00,0.00,49.85,813.46,26.28,346.53,28.04,347.39,7.34,11.31,23.04
