capture_datetime_utc,fertilizer_level,light,soil_moisture_percent,air_temperature_celsius
2018-07-12 19:02:35,-1.0,2.37,6.66,22.02
2018-07-12 19:17:35,-1.0,1.63,6.66,21.5
2018-07-12 19:32:35,-1.0,0.92,6.79,21.03
2018-07-12 19:47:35,-1.0,0.35,6.91,20.55
2018-07-12 20:02:35,-1.0,0.1,7.04,20.26
2018-07-12 20:17:35,-1.0,0.1,7.3,20.01
2018-07-12 20:32:35,-1.0,0.1,6.91,19.87
2018-07-12 20:47:35,-1.0,0.1,7.17,19.82
2018-07-12 21:02:35,-1.0,0.1,6.91,19.77
2018-07-12 21:17:35,-1.0,0.1,7.04,19.72
2018-07-12 21:32:35,-1.0,0.1,6.91,19.67
2018-07-12 21:47:35,-1.0,0.1,7.17,19.57
2018-07-12 22:02:35,-1.0,0.1,6.66,19.53
2018-07-12 22:17:35,-1.0,0.1,7.04,19.48
2018-07-12 22:32:35,-1.0,0.1,6.79,19.48
2018-07-12 22:47:35,-1.0,0.1,7.04,19.43
2018-07-12 23:02:35,-1.0,0.1,6.79,19.33
2018-07-12 23:17:35,-1.0,0.1,7.42,19.33
2018-07-12 23:32:35,-1.0,0.1,7.04,19.33
2018-07-12 23:47:35,-1.0,0.1,7.3,19.18
2018-07-13 00:02:35,-1.0,0.1,6.91,19.13
2018-07-13 00:17:35,-1.0,0.1,6.79,18.98
2018-07-13 00:32:35,-1.0,0.1,6.66,18.88
2018-07-13 00:47:35,-1.0,0.1,7.17,18.83
2018-07-13 01:02:35,-1.0,0.1,7.3,18.78
2018-07-13 01:17:35,-1.0,0.1,7.17,18.64
2018-07-13 01:32:35,-1.0,0.1,7.04,18.59
2018-07-13 01:47:35,-1.0,0.1,6.91,18.49
2018-07-13 02:02:35,-1.0,0.1,7.3,18.44
2018-07-13 02:17:35,-1.0,0.1,6.79,18.34
2018-07-13 02:32:35,-1.0,0.1,7.04,18.08
2018-07-13 02:47:35,-1.0,0.1,7.42,17.68
2018-07-13 03:02:35,-1.0,0.1,7.04,17.32
2018-07-13 03:17:35,-1.0,0.1,6.91,17.07
2018-07-13 03:32:35,-1.0,0.1,6.66,16.86
2018-07-13 03:47:35,-1.0,0.1,7.17,16.71
2018-07-13 04:02:35,-1.0,0.1,6.91,16.66
2018-07-13 04:17:35,-1.0,0.1,7.04,16.81
2018-07-13 04:32:35,-1.0,0.1,7.04,16.81
2018-07-13 04:47:35,-1.0,0.1,7.04,16.76
2018-07-13 05:02:35,-1.0,0.1,7.04,16.76
2018-07-13 05:17:35,-1.0,0.1,7.3,16.71
2018-07-13 05:32:35,-1.0,0.4,7.3,16.55
2018-07-13 05:47:35,-1.0,1.01,6.79,16.6
2018-07-13 06:02:35,-1.0,1.89,7.17,17.17
2018-07-13 06:17:35,-1.0,4.04,6.66,18.24
2018-07-13 06:32:35,-1.0,3.63,7.17,19.18
2018-07-13 06:47:35,-1.0,4.28,7.3,19.96
2018-07-13 07:02:35,-1.0,4.82,7.42,21.41
2018-07-13 07:17:35,-1.0,5.47,7.04,22.07
2018-07-13 07:32:35,-1.0,6.11,6.79,21.64
2018-07-13 07:47:35,-1.0,7.76,6.91,23.1
2018-07-13 08:02:35,-1.0,7.91,7.04,23.19
2018-07-13 08:17:35,-1.0,9.29,7.04,23.28
2018-07-13 08:32:35,-1.0,8.93,7.17,23.51
2018-07-13 08:47:35,-1.0,7.31,7.04,24.02
2018-07-13 09:02:35,-1.0,6.01,7.42,24.02
2018-07-13 09:17:35,-1.0,32.13,7.17,25.16
2018-07-13 09:32:35,-1.0,5.39,7.04,23.97
2018-07-13 09:47:35,-1.0,8.75,6.91,24.34
2018-07-13 10:02:35,-1.0,4.96,7.42,24.79
2018-07-13 10:17:35,-1.0,4.6,6.66,24.34
2018-07-13 10:32:35,-1.0,4.77,6.91,24.11
2018-07-13 10:47:35,-1.0,7.96,6.91,25.83
2018-07-13 11:02:35,-1.0,4.93,7.42,24.61
2018-07-13 11:17:35,-1.0,4.72,6.79,24.61
2018-07-13 11:32:35,-1.0,4.72,6.91,24.84
2018-07-13 11:47:35,-1.0,5.01,7.04,24.84
2018-07-13 12:02:35,-1.0,4.83,7.42,24.84
2018-07-13 12:17:35,-1.0,4.88,7.3,25.38
2018-07-13 12:32:35,-1.0,4.8,7.04,26.06
2018-07-13 12:47:35,-1.0,5.08,7.3,26.64
2018-07-13 13:02:35,-1.0,5.31,7.04,25.65
2018-07-13 13:17:35,-1.0,6.16,6.91,25.79
2018-07-13 13:32:35,-1.0,5.55,7.04,26.1
2018-07-13 13:47:35,-1.0,6.17,6.66,26.46
2018-07-13 14:02:35,-1.0,7.29,7.17,27.98
2018-07-13 14:17:35,-1.0,6.6,7.04,26.6
2018-07-13 14:32:35,-1.0,6.6,7.17,26.91
2018-07-13 14:47:35,-1.0,5.85,6.66,26.1
2018-07-13 15:02:35,-1.0,5.83,7.3,27.93
2018-07-13 15:17:35,-1.0,5.66,7.04,27.71
2018-07-13 15:32:35,-1.0,10.31,7.3,28.86
2018-07-13 15:47:35,-1.0,5.74,6.66,29.0
2018-07-13 16:02:35,-1.0,5.86,6.79,28.64
2018-07-13 16:17:35,-1.0,5.95,6.91,28.64
2018-07-13 16:32:35,-1.0,15.95,6.66,29.83
2018-07-13 16:47:35,-1.0,56.46,7.3,36.32
2018-07-13 17:02:35,-1.0,52.92,7.17,36.55
2018-07-13 17:17:35,-1.0,47.01,6.66,35.59
2018-07-13 17:32:35,-1.0,40.87,6.91,34.82
2018-07-13 17:47:35,-1.0,34.97,7.17,33.74
2018-07-13 18:02:35,-1.0,20.3,7.04,27.89
2018-07-13 18:17:35,-1.0,3.67,6.91,25.34
2018-07-13 18:32:35,-1.0,3.11,7.3,23.74
2018-07-13 18:47:35,-1.0,2.57,6.66,23.1
2018-07-13 19:02:35,-1.0,2.1,6.91,22.68
2018-07-13 19:17:35,-1.0,1.54,6.79,22.21
2018-07-13 19:32:35,-1.0,0.91,7.17,21.6
2018-07-13 19:47:35,-1.0,0.35,7.17,21.03
2018-07-13 20:02:35,-1.0,0.1,7.17,20.59
2018-07-13 20:17:35,-1.0,0.1,7.3,20.4
2018-07-13 20:32:35,-1.0,0.1,6.66,20.26
2018-07-13 20:47:35,-1.0,0.1,6.91,20.06
2018-07-13 21:02:35,-1.0,0.1,6.79,19.92
2018-07-13 21:17:35,-1.0,0.1,6.91,19.72
2018-07-13 21:32:35,-1.0,0.1,6.91,19.48
2018-07-13 21:47:35,-1.0,0.1,7.17,19.43
2018-07-13 22:02:35,-1.0,0.1,7.04,19.33
2018-07-13 22:17:35,-1.0,0.1,6.91,19.18
2018-07-13 22:32:35,-1.0,0.1,7.42,19.13
2018-07-13 22:47:35,-1.0,0.1,6.79,19.08
2018-07-13 23:02:35,-1.0,0.1,6.79,19.13
2018-07-13 23:17:35,-1.0,0.1,6.91,19.08
2018-07-13 23:32:35,-1.0,0.1,7.17,18.93
2018-07-13 23:47:35,-1.0,0.1,7.04,18.83
2018-07-14 00:02:35,-1.0,0.1,7.04,18.74
2018-07-14 00:17:35,-1.0,0.1,7.04,18.69
2018-07-14 00:32:35,-1.0,0.1,7.04,18.78
2018-07-14 00:47:35,-1.0,0.1,7.3,18.69
2018-07-14 01:02:35,-1.0,0.1,7.42,18.64
2018-07-14 01:17:35,-1.0,0.1,7.3,18.59
2018-07-14 01:32:35,-1.0,0.1,6.66,18.44
2018-07-14 01:47:35,-1.0,0.1,7.3,18.19
2018-07-14 02:02:35,-1.0,0.1,6.79,17.98
2018-07-14 02:17:35,-1.0,0.1,7.3,17.73
2018-07-14 02:32:35,-1.0,0.1,6.79,17.63
2018-07-14 02:47:35,-1.0,0.1,7.3,17.58
2018-07-14 03:02:35,-1.0,0.1,7.17,17.53
2018-07-14 03:17:35,-1.0,0.1,7.04,17.27
2018-07-14 03:32:35,-1.0,0.1,7.17,16.81
2018-07-14 03:47:35,-1.0,0.1,7.42,16.24
2018-07-14 04:02:35,-1.0,0.1,6.91,15.82
2018-07-14 04:17:35,-1.0,0.1,7.04,15.93
2018-07-14 04:32:35,-1.0,0.1,7.04,15.82
2018-07-14 04:47:35,-1.0,0.1,7.04,15.66
2018-07-14 05:02:35,-1.0,0.1,6.91,15.5
2018-07-14 05:17:35,-1.0,0.1,7.17,15.35
2018-07-14 05:32:35,-1.0,0.39,6.79,15.5
2018-07-14 05:47:35,-1.0,0.98,7.17,15.5
2018-07-14 06:02:35,-1.0,1.8,6.66,16.24
2018-07-14 06:17:35,-1.0,4.69,6.66,18.08
2018-07-14 06:32:35,-1.0,4.1,6.66,19.53
2018-07-14 06:47:35,-1.0,4.06,6.66,19.82
2018-07-14 07:02:35,-1.0,4.49,6.91,21.45
2018-07-14 07:17:35,-1.0,4.65,7.04,21.64
2018-07-14 07:32:35,-1.0,4.64,6.79,21.97
2018-07-14 07:47:35,-1.0,5.07,7.17,22.72
2018-07-14 08:02:35,-1.0,6.95,7.04,24.25
2018-07-14 08:17:35,-1.0,6.8,7.04,25.34
2018-07-14 08:32:35,-1.0,6.25,7.3,23.79
2018-07-14 08:47:35,-1.0,4.67,6.66,23.47
2018-07-14 09:02:35,-1.0,7.08,7.42,22.68
2018-07-14 09:17:35,-1.0,16.19,6.79,24.89
2018-07-14 09:32:35,-1.0,8.56,7.3,23.05
2018-07-14 09:47:35,-1.0,7.59,6.79,23.05
2018-07-14 10:02:35,-1.0,9.87,7.17,23.6
2018-07-14 10:17:35,-1.0,9.29,7.04,24.11
2018-07-14 10:32:35,-1.0,9.09,6.79,25.56
2018-07-14 10:47:35,-1.0,11.57,7.17,27.49
2018-07-14 11:02:35,-1.0,11.54,7.04,24.29
2018-07-14 11:17:35,-1.0,13.6,7.17,26.19
2018-07-14 11:32:35,-1.0,13.66,7.04,26.91
2018-07-14 11:47:35,-1.0,10.68,6.79,25.97
2018-07-14 12:02:35,-1.0,9.55,6.91,27.13
2018-07-14 12:17:35,-1.0,5.07,7.17,26.1
2018-07-14 12:32:35,-1.0,9.58,6.91,26.78
2018-07-14 12:47:35,-1.0,6.57,7.04,27.13
2018-07-14 13:02:35,-1.0,9.4,6.91,26.64
2018-07-14 13:17:35,-1.0,8.55,6.66,26.78
2018-07-14 13:32:35,-1.0,59.42,7.3,26.55
2018-07-14 13:47:35,-1.0,5.58,6.91,26.78
2018-07-14 14:02:35,-1.0,5.25,7.17,27.0
2018-07-14 14:17:35,-1.0,5.4,7.3,26.19
2018-07-14 14:32:35,-1.0,5.18,7.3,26.42
2018-07-14 14:47:35,-1.0,10.67,7.04,26.82
2018-07-14 15:02:35,-1.0,5.84,7.04,26.82
2018-07-14 15:17:35,-1.0,5.6,7.04,27.09
2018-07-14 15:32:35,-1.0,7.21,6.91,26.46
2018-07-14 15:47:35,-1.0,20.92,7.04,27.84
2018-07-14 16:02:35,-1.0,6.02,7.17,28.24
2018-07-14 16:17:35,-1.0,6.3,7.04,27.93
2018-07-14 16:32:35,-1.0,10.75,7.04,27.67
2018-07-14 16:47:35,-1.0,60.12,6.91,35.09
2018-07-14 17:02:35,-1.0,57.09,7.04,37.71
2018-07-14 17:17:35,-1.0,11.08,7.17,32.53
2018-07-14 17:32:35,-1.0,44.91,6.66,36.23
2018-07-14 17:47:35,-1.0,38.35,6.79,35.77
2018-07-14 18:02:35,-1.0,12.32,7.04,28.91
2018-07-14 18:17:35,-1.0,3.86,6.79,26.51
2018-07-14 18:32:35,-1.0,2.81,6.91,23.83
2018-07-14 18:47:35,-1.0,2.3,7.17,22.91
2018-07-14 19:02:35,-1.0,1.79,6.91,22.26
2018-07-14 19:17:35,-1.0,1.34,6.91,21.69
2018-07-14 19:32:35,-1.0,0.82,7.04,21.22
2018-07-14 19:47:35,-1.0,0.33,7.17,20.74
2018-07-14 20:02:35,-1.0,0.1,7.17,20.35
2018-07-14 20:17:35,-1.0,0.1,7.3,19.87
2018-07-14 20:32:35,-1.0,0.1,7.04,19.43
2018-07-14 20:47:35,-1.0,0.1,7.04,19.03
2018-07-14 21:02:35,-1.0,0.1,6.66,19.08
2018-07-14 21:17:35,-1.0,0.1,7.04,18.83
2018-07-14 21:32:35,-1.0,0.1,7.04,18.29
2018-07-14 21:47:35,-1.0,0.1,7.04,17.98
2018-07-14 22:02:35,-1.0,0.1,6.79,17.88
2018-07-14 22:17:35,-1.0,0.1,7.17,17.48
2018-07-14 22:32:35,-1.0,0.1,6.79,17.27
2018-07-14 22:47:35,-1.0,0.1,6.79,17.27
2018-07-14 23:02:35,-1.0,0.1,7.17,17.12
2018-07-14 23:17:35,-1.0,0.1,7.17,16.97
2018-07-14 23:32:35,-1.0,0.1,7.04,16.91
2018-07-14 23:47:35,-1.0,0.1,6.79,16.71
2018-07-15 00:02:35,-1.0,0.1,7.3,16.5
2018-07-15 00:17:35,-1.0,0.1,6.91,16.19
2018-07-15 00:32:35,-1.0,0.1,7.04,16.08
2018-07-15 00:47:35,-1.0,0.1,7.17,15.93
2018-07-15 01:02:35,-1.0,0.1,7.17,16.03
2018-07-15 01:17:35,-1.0,0.1,6.66,16.08
2018-07-15 01:32:35,-1.0,0.1,6.66,15.66
2018-07-15 01:47:35,-1.0,0.1,6.66,15.77
2018-07-15 02:02:35,-1.0,0.1,7.3,16.19
2018-07-15 02:17:35,-1.0,0.1,6.66,15.77
2018-07-15 02:32:35,-1.0,0.1,6.66,15.61
2018-07-15 02:47:35,-1.0,0.1,6.79,15.4
2018-07-15 03:02:35,-1.0,0.1,7.3,15.4
2018-07-15 03:17:35,-1.0,0.1,7.17,15.45
2018-07-15 03:32:35,-1.0,0.1,7.42,14.6
2018-07-15 03:47:35,-1.0,0.1,7.04,14.92
2018-07-15 04:02:35,-1.0,0.1,7.04,14.65
2018-07-15 04:17:35,-1.0,0.1,7.17,15.19
2018-07-15 04:32:35,-1.0,0.1,6.91,15.08
2018-07-15 04:47:35,-1.0,0.1,7.42,15.35
2018-07-15 05:02:35,-1.0,0.1,7.42,14.81
2018-07-15 05:17:35,-1.0,0.1,6.66,14.92
2018-07-15 05:32:35,-1.0,0.22,7.04,15.82
2018-07-15 05:47:35,-1.0,0.73,6.91,16.03
2018-07-15 06:02:35,-1.0,1.64,6.91,16.4
2018-07-15 06:17:35,-1.0,4.24,6.66,18.03
2018-07-15 06:32:35,-1.0,3.13,7.42,19.43
2018-07-15 06:47:35,-1.0,5.03,7.3,20.16
2018-07-15 07:02:35,-1.0,5.82,7.04,20.5
2018-07-15 07:17:35,-1.0,4.67,6.79,20.64
2018-07-15 07:32:35,-1.0,5.35,6.91,20.64
2018-07-15 07:47:35,-1.0,7.72,7.3,22.02
2018-07-15 08:02:35,-1.0,8.78,7.04,23.24
2018-07-15 08:17:35,-1.0,11.02,6.91,24.75
2018-07-15 08:32:35,-1.0,8.44,6.66,23.42
2018-07-15 08:47:35,-1.0,3.67,7.17,21.97
2018-07-15 09:02:35,-1.0,4.3,6.79,20.79
2018-07-15 09:17:35,-1.0,9.51,7.17,23.42
2018-07-15 09:32:35,-1.0,9.74,7.17,24.61
2018-07-15 09:47:35,-1.0,5.58,6.79,22.44
2018-07-15 10:02:35,-1.0,10.7,7.04,25.25
2018-07-15 10:17:35,-1.0,9.42,7.3,23.7
2018-07-15 10:32:35,-1.0,8.11,7.04,23.51
2018-07-15 10:47:35,-1.0,8.96,6.91,24.16
2018-07-15 11:02:35,-1.0,8.78,6.79,24.11
2018-07-15 11:17:35,-1.0,7.57,6.91,24.43
2018-07-15 11:32:35,-1.0,9.59,7.3,25.92
2018-07-15 11:47:35,-1.0,12.2,7.3,26.1
2018-07-15 12:02:35,-1.0,13.48,6.66,27.31
2018-07-15 12:17:35,-1.0,12.64,7.3,27.31
2018-07-15 12:32:35,-1.0,11.02,6.91,26.33
2018-07-15 12:47:35,-1.0,10.51,7.04,25.65
2018-07-15 13:02:35,-1.0,12.26,7.17,25.7
2018-07-15 13:17:35,-1.0,9.76,6.79,25.79
2018-07-15 13:32:35,-1.0,10.14,7.17,27.44
2018-07-15 13:47:35,-1.0,10.02,6.91,27.44
2018-07-15 14:02:35,-1.0,19.76,7.04,30.28
2018-07-15 14:17:35,-1.0,16.19,6.79,29.39
2018-07-15 14:32:35,-1.0,8.58,6.66,27.76
2018-07-15 14:47:35,-1.0,11.63,7.04,27.27
2018-07-15 15:02:35,-1.0,10.4,6.66,27.58
2018-07-15 15:17:35,-1.0,14.13,7.04,27.98
2018-07-15 15:32:35,-1.0,7.92,7.3,28.86
2018-07-15 15:47:35,-1.0,11.02,6.91,27.4
2018-07-15 16:02:35,-1.0,10.41,6.79,27.84
2018-07-15 16:17:35,-1.0,7.0,7.17,28.2
2018-07-15 16:32:35,-1.0,17.25,7.04,29.08
2018-07-15 16:47:35,-1.0,55.53,6.66,35.5
2018-07-15 17:02:35,-1.0,51.84,7.04,36.73
2018-07-15 17:17:35,-1.0,7.22,7.3,35.04
2018-07-15 17:32:35,-1.0,7.77,7.04,32.22
2018-07-15 17:47:35,-1.0,4.88,7.04,27.4
2018-07-15 18:02:35,-1.0,5.64,6.66,26.95
2018-07-15 18:17:35,-1.0,3.72,7.04,24.84
2018-07-15 18:32:35,-1.0,3.85,7.17,24.29
2018-07-15 18:47:35,-1.0,2.93,6.66,23.56
2018-07-15 19:02:35,-1.0,1.92,7.04,22.58
2018-07-15 19:17:35,-1.0,1.53,7.04,22.3
2018-07-15 19:32:35,-1.0,0.77,6.79,21.6
2018-07-15 19:47:35,-1.0,0.3,7.04,21.26
2018-07-15 20:02:35,-1.0,0.1,7.17,20.88
2018-07-15 20:17:35,-1.0,0.1,7.04,20.83
2018-07-15 20:32:35,-1.0,0.1,6.91,21.07
2018-07-15 20:47:35,-1.0,0.1,7.17,21.17
2018-07-15 21:02:35,-1.0,0.1,7.04,21.17
2018-07-15 21:17:35,-1.0,0.1,7.17,21.03
2018-07-15 21:32:35,-1.0,0.1,7.17,21.03
2018-07-15 21:47:35,-1.0,0.1,6.91,21.12
2018-07-15 22:02:35,-1.0,0.1,7.3,20.79
2018-07-15 22:17:35,-1.0,0.1,7.04,20.64
2018-07-15 22:32:35,-1.0,0.1,7.04,20.35
2018-07-15 22:47:35,-1.0,0.1,7.04,20.35
2018-07-15 23:02:35,-1.0,0.1,7.3,20.11
2018-07-15 23:17:35,-1.0,0.1,6.79,19.87
2018-07-15 23:32:35,-1.0,0.1,7.04,19.72
2018-07-15 23:47:35,-1.0,0.1,6.66,19.28
2018-07-16 00:02:35,-1.0,0.1,7.04,18.98
2018-07-16 00:17:35,-1.0,0.1,6.66,18.93
2018-07-16 00:32:35,-1.0,0.1,7.04,18.78
2018-07-16 00:47:35,-1.0,0.1,7.17,18.69
2018-07-16 01:02:35,-1.0,0.1,7.04,18.64
2018-07-16 01:17:35,-1.0,0.1,7.04,18.49
2018-07-16 01:32:35,-1.0,0.1,7.17,18.88
2018-07-16 01:47:35,-1.0,0.1,7.04,19.03
2018-07-16 02:02:35,-1.0,0.1,6.91,18.59
2018-07-16 02:17:35,-1.0,0.1,7.3,18.34
2018-07-16 02:32:35,-1.0,0.1,7.04,17.98
2018-07-16 02:47:35,-1.0,0.1,6.66,18.39
2018-07-16 03:02:35,-1.0,0.1,7.04,18.59
2018-07-16 03:17:35,-1.0,0.1,6.91,18.78
2018-07-16 03:32:35,-1.0,0.1,6.79,18.19
2018-07-16 03:47:35,-1.0,0.1,7.42,18.03
2018-07-16 04:02:35,-1.0,0.1,7.04,18.03
2018-07-16 04:17:35,-1.0,0.1,7.04,17.98
2018-07-16 04:32:35,-1.0,0.1,7.04,17.88
2018-07-16 04:47:35,-1.0,0.1,6.79,17.88
2018-07-16 05:02:35,-1.0,0.1,7.17,18.54
2018-07-16 05:17:35,-1.0,0.1,6.79,17.98
2018-07-16 05:32:35,-1.0,0.35,7.04,18.03
2018-07-16 05:47:35,-1.0,0.97,7.04,18.24
2018-07-16 06:02:35,-1.0,1.73,7.17,18.98
2018-07-16 06:17:35,-1.0,2.49,6.91,19.77
2018-07-16 06:32:35,-1.0,3.62,7.04,21.5
2018-07-16 06:47:35,-1.0,3.79,6.79,20.93
2018-07-16 07:02:35,-1.0,4.42,7.04,22.49
2018-07-16 07:17:35,-1.0,4.51,7.17,22.82
2018-07-16 07:32:35,-1.0,4.72,7.04,23.0
2018-07-16 07:47:35,-1.0,5.13,7.04,23.24
2018-07-16 08:02:35,-1.0,4.9,7.3,23.88
2018-07-16 08:17:35,-1.0,4.87,7.04,25.11
2018-07-16 08:32:35,-1.0,6.79,6.91,26.06
2018-07-16 08:47:35,-1.0,6.14,7.3,26.15
2018-07-16 09:02:35,-1.0,4.96,6.79,25.97
2018-07-16 09:17:35,-1.0,17.67,7.04,27.58
2018-07-16 09:32:35,-1.0,5.36,6.66,25.38
2018-07-16 09:47:35,-1.0,4.13,6.66,25.52
2018-07-16 10:02:35,-1.0,4.22,6.91,25.29
2018-07-16 10:17:35,-1.0,4.08,6.79,25.11
2018-07-16 10:32:35,-1.0,3.98,6.91,25.88
2018-07-16 10:47:35,-1.0,7.7,7.3,26.73
2018-07-16 11:02:35,-1.0,4.19,6.66,26.55
2018-07-16 11:17:35,-1.0,4.3,6.79,26.01
2018-07-16 11:32:35,-1.0,4.5,6.66,26.01
2018-07-16 11:47:35,-1.0,4.64,6.91,25.74
2018-07-16 12:02:35,-1.0,4.77,7.42,27.04
2018-07-16 12:17:35,-1.0,5.19,7.42,27.31
2018-07-16 12:32:35,-1.0,5.75,6.66,27.53
2018-07-16 12:47:35,-1.0,5.9,7.3,27.13
2018-07-16 13:02:35,-1.0,8.61,7.04,27.04
2018-07-16 13:17:35,-1.0,12.9,7.17,28.69
2018-07-16 13:32:35,-1.0,6.14,7.3,29.35
2018-07-16 13:47:35,-1.0,6.13,7.3,29.75
2018-07-16 14:02:35,-1.0,16.28,7.04,30.19
2018-07-16 14:17:35,-1.0,6.07,7.04,29.61
2018-07-16 14:32:35,-1.0,6.19,7.3,29.26
2018-07-16 14:47:35,-1.0,6.43,7.04,29.13
2018-07-16 15:02:35,-1.0,6.64,7.04,28.82
2018-07-16 15:17:35,-1.0,6.69,6.91,28.86
2018-07-16 15:32:35,-1.0,13.48,7.17,29.13
2018-07-16 15:47:35,-1.0,6.26,7.04,29.0
2018-07-16 16:02:35,-1.0,6.11,7.04,28.55
2018-07-16 16:17:35,-1.0,6.14,7.17,28.42
2018-07-16 16:32:35,-1.0,7.04,6.79,29.13
2018-07-16 16:47:35,-1.0,55.23,7.3,35.0
2018-07-16 17:02:35,-1.0,51.31,7.3,36.04
2018-07-16 17:17:35,-1.0,44.71,6.91,36.09
2018-07-16 17:32:35,-1.0,39.26,7.17,35.13
2018-07-16 17:47:35,-1.0,33.43,6.66,33.56
2018-07-16 18:02:35,-1.0,4.28,6.79,27.13
2018-07-16 18:17:35,-1.0,3.65,6.79,25.92
2018-07-16 18:32:35,-1.0,3.06,7.04,24.52
2018-07-16 18:47:35,-1.0,2.51,6.79,24.06
2018-07-16 19:02:35,-1.0,1.95,6.66,23.47
2018-07-16 19:17:35,-1.0,1.42,7.17,22.91
2018-07-16 19:32:35,-1.0,0.83,7.04,22.4
2018-07-16 19:47:35,-1.0,0.32,7.17,21.93
2018-07-16 20:02:35,-1.0,0.1,6.91,21.6
2018-07-16 20:17:35,-1.0,0.1,7.3,21.41
2018-07-16 20:32:35,-1.0,0.1,7.3,21.26
2018-07-16 20:47:35,-1.0,0.1,7.04,21.22
2018-07-16 21:02:35,-1.0,0.1,7.04,21.12
2018-07-16 21:17:35,-1.0,0.1,6.66,21.07
2018-07-16 21:32:35,-1.0,0.1,7.3,21.12
2018-07-16 21:47:35,-1.0,0.1,7.3,21.12
2018-07-16 22:02:35,-1.0,0.1,7.17,21.22
2018-07-16 22:17:35,-1.0,0.1,6.79,21.36
2018-07-16 22:32:35,-1.0,0.1,6.91,21.45
2018-07-16 22:47:35,-1.0,0.1,7.17,21.55
2018-07-16 23:02:35,-1.0,0.1,6.66,21.55
2018-07-16 23:17:35,-1.0,0.1,7.04,21.41
2018-07-16 23:32:35,-1.0,0.1,7.17,21.07
2018-07-16 23:47:35,-1.0,0.1,6.66,20.83
2018-07-17 00:02:35,-1.0,0.1,6.79,20.79
2018-07-17 00:17:35,-1.0,0.1,7.17,20.64
2018-07-17 00:32:35,-1.0,0.1,7.04,20.45
2018-07-17 00:47:35,-1.0,0.1,7.04,20.21
2018-07-17 01:02:35,-1.0,0.1,7.17,20.11
2018-07-17 01:17:35,-1.0,0.1,7.3,20.01
2018-07-17 01:32:35,-1.0,0.1,6.91,19.48
2018-07-17 01:47:35,-1.0,0.1,6.79,19.53
2018-07-17 02:02:35,-1.0,0.1,7.04,19.72
2018-07-17 02:17:35,-1.0,0.1,7.3,18.78
2018-07-17 02:32:35,-1.0,0.1,7.17,18.08
2018-07-17 02:47:35,-1.0,0.1,6.91,18.39
2018-07-17 03:02:35,-1.0,0.1,7.04,18.93
2018-07-17 03:17:35,-1.0,0.1,6.91,18.98
2018-07-17 03:32:35,-1.0,0.1,7.42,18.98
2018-07-17 03:47:35,-1.0,0.1,7.42,18.88
2018-07-17 04:02:35,-1.0,0.1,6.91,18.44
2018-07-17 04:17:35,-1.0,0.1,6.53,18.24
2018-07-17 04:32:35,-1.0,0.1,7.3,18.39
2018-07-17 04:47:35,-1.0,0.1,7.17,18.24
